date,station,AWND,AWNDattr,PRCP,PRCPattr,SNOW,SNOWattr,SNWD,SNWDattr,TAVG,TAVGattr,TMAX,TMAXattr,TMIN,TMINattr,WDF2,WDF2attr,WDF5,WDF5attr,WSF2,WSF2attr,WSF5,WSF5attr,WT01,WT01attr,WT08,WT08attr,WT02,WT02attr,WT03,WT03attr
2017-08-04,GHCND:USW00014764,38,",,W,",0,",,W,2400",0,",,W,",0,",,W,2400",212,"H,,S,",250,",,W,2400",172,",,W,2400",160,",,W,",160,",,W,",94,",,W,",116,",,W,",,,,,,
2017-08-05,GHCND:USW00014764,37,",,W,",13,",,W,2400",0,",,W,",0,",,W,2400",203,"H,,S,",228,",,W,2400",167,",,W,2400",150,",,W,",170,",,W,",76,",,W,",125,",,W,",1,",,W,",1,",,W,",1,",,W,"
2017-08-06,GHCND:USW00014764,37,",,W,",0,",,W,2400",0,",,W,",0,",,W,2400",197,"H,,S,",250,",,W,2400",139,",,W,2400",310,",,W,",300,",,W,",98,",,W,",134,",,W,",,,,,,
2017-08-07,GHCND:USW00014764,36,",,W,",5,",,W,2400",0,",,W,",0,",,W,2400",193,"H,,S,",261,",,W,2400",111,",,W,2400",210,",,W,",220,",,W,",76,",,W,",107,",,W,",1,",,W,",,,,
2017-08-08,GHCND:USW00014764,23,",,W,",36,",,W,2400",0,",,W,",0,",,W,2400",192,"H,,S,",228,",,W,2400",150,",,W,2400",360,",,W,",220,",,W,",63,",,W,",89,",,W,",1,",,W,",,,,
2017-08-09,GHCND:USW00014764,27,",,W,",0,",,W,2400",0,",,W,",0,",,W,2400",197,"H,,S,",278,",,W,2400",117,",,W,2400",170,",,W,",180,",,W,",81,",,W,",107,",,W,",1,",,W,",,,,
2017-08-10,GHCND:USW00014764,25,",,W,",0,",,W,2400",0,",,W,",0,",,W,2400",217,"H,,S,",272,",,W,2400",150,",,W,2400",150,",,W,",140,",,W,",72,",,W,",107,",,W,",,,,,,
2017-08-11,GHCND:USW00014764,22,",,W,",0,",,W,2400",0,",,W,",0,",,W,2400",210,"H,,S,",261,",,W,2400",167,",,W,2400",150,",,W,",150,",,W,",67,",,W,",85,",,W,",1,",,W,",,,,
2017-08-12,GHCND:USW00014764,31,",,W,",20,",,W,2400",0,",,W,",0,",,W,2400",196,"H,,S,",228,",,W,2400",178,",,W,2400",190,",,W,",180,",,W,",76,",,W,",107,",,W,",1,",,W,",,,,
2017-08-13,GHCND:USW00014764,35,",,W,",3,",,W,2400",0,",,W,",0,",,W,2400",227,"H,,S,",300,",,W,2400",161,",,W,2400",320,",,W,",310,",,W,",98,",,W,",130,",,W,",,,,,,
2017-08-14,GHCND:USW00014764,25,",,W,",0,",,W,2400",0,",,W,",0,",,W,2400",208,"H,,S,",272,",,W,2400",128,",,W,2400",190,",,W,",180,",,W,",67,",,W,",89,",,W,",,,,,,
2017-08-15,GHCND:USW00014764,26,",,W,",0,",,W,2400",0,",,W,",0,",,W,2400",203,"H,,S,",261,",,W,2400",150,",,W,2400",190,",,W,",180,",,W,",72,",,W,",121,",,W,",1,",,W,",,,,
2017-08-16,GHCND:USW00014764,36,",,W,",0,",,W,2400",0,",,W,",0,",,W,2400",225,"H,,S,",278,",,W,2400",133,",,W,2400",350,",,W,",350,",,W,",81,",,W,",107,",,W,",,,,,,
2017-08-17,GHCND:USW00014764,25,",,W,",0,",,W,2400",0,",,W,",0,",,W,2400",193,"H,,S,",283,",,W,2400",100,",,W,2400",280,",,W,",280,",,W,",81,",,W,",103,",,W,",,,,,,
2017-08-18,GHCND:USW00014764,36,",,W,",485,",,W,2400",0,",,W,",0,",,W,2400",176,"H,,S,",194,",,W,2400",156,",,W,2400",110,",,W,",110,",,W,",72,",,W,",112,",,W,",1,",,W,",,,,
2017-08-19,GHCND:USW00014764,30,",,W,",3,",,W,2400",0,",,W,",0,",,W,",191,"H,,S,",267,",,W,2400",156,",,W,2400",140,",,W,",210,",,W,",67,",,W,",76,",,W,",1,",,W,",,,,
2017-08-20,GHCND:USW00014764,31,",,W,",0,",,W,2400",0,",,W,",0,",,W,",222,"H,,S,",289,",,W,2400",167,",,W,2400",310,",,W,",290,",,W,",89,",,W,",112,",,W,",,,,,,
2017-08-21,GHCND:USW00014764,27,",,W,",0,",,W,2400",0,",,W,",0,",,W,",222,"H,,S,",300,",,W,2400",144,",,W,2400",190,",,W,",180,",,W,",67,",,W,",98,",,W,",,,,,,
2017-08-22,GHCND:USW00014764,34,",,W,",91,",,W,2400",0,",,W,",0,",,W,",223,"H,,S,",278,",,W,2400",161,",,W,2400",190,",,W,",170,",,W,",94,",,W,",125,",,W,",1,",,W,",1,",,W,",,
2017-08-23,GHCND:USW00014764,43,",,W,",104,",,W,2400",0,",,W,",0,",,W,",232,"H,,S,",267,",,W,2400",156,",,W,2400",270,",,W,",280,",,W,",89,",,W,",130,",,W,",1,",,W,",1,",,W,",,
2017-08-24,GHCND:USW00014764,22,",,W,",0,",,W,2400",0,",,W,",0,",,W,",196,"H,,S,",261,",,W,2400",122,",,W,2400",150,",,W,",260,",,W,",63,",,W,",85,",,W,",,,,,,
2017-08-25,GHCND:USW00014764,32,",,W,",0,",,W,2400",0,",,W,",0,",,W,",188,"H,,S,",233,",,W,2400",117,",,W,2400",310,",,W,",270,",,W,",76,",,W,",116,",,W,",,,,,,
2017-08-26,GHCND:USW00014764,29,",,W,",0,",,W,2400",0,",,W,",0,",,W,",164,"H,,S,",239,",,W,2400",100,",,W,2400",270,",,W,",270,",,W,",81,",,W,",121,",,W,",,,,,,
2017-08-27,GHCND:USW00014764,19,",,W,",0,",,W,2400",0,",,W,",0,",,W,",174,"H,,S,",233,",,W,2400",100,",,W,2400",120,",,W,",140,",,W,",63,",,W,",89,",,W,",,,,,,
2017-08-28,GHCND:USW00014764,21,",,W,",0,",,W,2400",0,",,W,",0,",,W,",162,"H,,S,",228,",,W,2400",100,",,W,2400",120,",,W,",130,",,W,",72,",,W,",98,",,W,",,,,,,
2017-08-29,GHCND:USW00014764,22,",,W,",0,"T,,W,2400",0,",,W,",0,",,W,",150,"H,,S,",206,",,W,2400",83,",,W,2400",150,",,W,",150,",,W,",67,",,W,",81,",,W,",,,,,,
2017-08-30,GHCND:USW00014764,24,",,W,",0,",,W,2400",0,",,W,",0,",,W,",166,"H,,S,",233,",,W,2400",111,",,W,2400",210,",,W,",130,",,W,",58,",,W,",76,",,W,",,,,,,
2017-08-31,GHCND:USW00014764,44,",,W,",0,",,W,2400",0,",,W,",0,",,W,",169,"H,,S,",250,",,W,2400",100,",,W,2400",310,",,W,",320,",,W,",98,",,W,",125,",,W,",,,,,,
2017-09-01,GHCND:USW00014764,49,",,W,",0,",,W,2400",0,",,W,",0,",,W,",142,"H,,S,",189,",,W,2400",78,",,W,2400",280,",,W,",270,",,W,",98,",,W,",134,",,W,",,,,,,,,
2017-09-02,GHCND:USW00014764,32,",,W,",0,",,W,2400",0,",,W,",0,",,W,",136,"H,,S,",217,",,W,2400",61,",,W,2400",130,",,W,",270,",,W,",67,",,W,",98,",,W,",,,,,,,,
2017-09-03,GHCND:USW00014764,52,",,W,",231,",,W,2400",0,",,W,",0,",,W,",139,"H,,S,",178,",,W,2400",106,",,W,2400",140,",,W,",80,",,W,",107,",,W,",143,",,W,",1,",,W,",,,,,,
2017-09-04,GHCND:USW00014764,49,",,W,",3,",,W,2400",0,",,W,",0,",,W,",169,"H,,S,",244,",,W,2400",128,",,W,2400",230,",,W,",270,",,W,",89,",,W,",116,",,W,",,,,,,,,
2017-09-05,GHCND:USW00014764,45,",,W,",0,"T,,W,2400",0,",,W,",0,",,W,",203,"H,,S,",261,",,W,2400",167,",,W,2400",180,",,W,",220,",,W,",72,",,W,",107,",,W,",,,,,,,,
2017-09-06,GHCND:USW00014764,26,",,W,",157,",,W,2400",0,",,W,",0,",,W,",186,"H,,S,",222,",,W,2400",150,",,W,2400",350,",,W,",350,",,W,",98,",,W,",121,",,W,",1,",,W,",1,",,W,",,,,
2017-09-07,GHCND:USW00014764,38,",,W,",155,",,W,2400",0,",,W,",0,",,W,",175,"H,,S,",233,",,W,2400",139,",,W,2400",260,",,W,",240,",,W,",76,",,W,",103,",,W,",1,",,W,",,,,,,
2017-09-08,GHCND:USW00014764,26,",,W,",3,",,W,2400",0,",,W,",0,",,W,",167,"H,,S,",222,",,W,2400",94,",,W,2400",250,",,W,",270,",,W,",67,",,W,",107,",,W,",,,,,,,,
2017-09-09,GHCND:USW00014764,27,",,W,",0,",,W,2400",0,",,W,",0,",,W,",160,"H,,S,",222,",,W,2400",106,",,W,2400",360,",,W,",350,",,W,",63,",,W,",76,",,W,",,,,,,,,
2017-09-10,GHCND:USW00014764,36,",,W,",0,",,W,2400",0,",,W,",0,",,W,",165,"H,,S,",222,",,W,2400",106,",,W,2400",360,",,W,",350,",,W,",67,",,W,",85,",,W,",,,,,,,,
2017-09-11,GHCND:USW00014764,38,",,W,",0,",,W,2400",0,",,W,",0,",,W,",172,"H,,S,",261,",,W,2400",94,",,W,2400",290,",,W,",270,",,W,",72,",,W,",98,",,W,",,,,,,,,
2017-09-12,GHCND:USW00014764,22,",,W,",0,",,W,2400",0,",,W,",0,",,W,",178,"H,,S,",250,",,W,2400",100,",,W,2400",250,",,W,",240,",,W,",63,",,W,",85,",,W,",,,,,,,,
2017-09-13,GHCND:USW00014764,24,",,W,",0,",,W,2400",0,",,W,",0,",,W,",191,"H,,S,",267,",,W,2400",111,",,W,2400",180,",,W,",170,",,W,",76,",,W,",103,",,W,",,,,,,,,
2017-09-14,GHCND:USW00014764,17,",,W,",0,"T,,W,2400",0,",,W,",0,",,W,",196,"H,,S,",267,",,W,2400",128,",,W,2400",170,",,W,",140,",,W,",54,",,W,",81,",,W,",,,,,,,,
2017-09-15,GHCND:USW00014764,24,",,W,",0,"T,,W,2400",0,",,W,",0,",,W,",204,"H,,S,",222,",,W,2400",167,",,W,2400",110,",,W,",130,",,W,",54,",,W,",76,",,W,",1,",,W,",,,,,,
2017-09-16,GHCND:USW00014764,11,",,W,",0,",,W,2400",0,",,W,",0,",,W,",194,"H,,S,",267,",,W,2400",161,",,W,2400",150,",,W,",180,",,W,",54,",,W,",76,",,W,",1,",,W,",,,1,",,W,",1,",,W,"
2017-09-17,GHCND:USW00014764,18,",,W,",0,",,W,2400",0,",,W,",0,",,W,",179,"H,,S,",233,",,W,2400",156,",,W,2400",150,",,W,",140,",,W,",45,",,W,",81,",,W,",1,",,W,",,,1,",,W,",,
2017-09-18,GHCND:USW00014764,22,",,W,",0,",,W,2400",0,",,W,",0,",,W,",167,"H,,S,",194,",,W,2400",150,",,W,2400",90,",,W,",130,",,W,",63,",,W,",76,",,W,",1,",,W,",,,1,",,W,",,
2017-09-19,GHCND:USW00014764,32,",,W,",10,",,W,2400",0,",,W,",0,",,W,",172,"H,,S,",206,",,W,2400",156,",,W,2400",40,",,W,",130,",,W,",54,",,W,",72,",,W,",1,",,W,",,,,,,
2017-09-20,GHCND:USW00014764,45,",,W,",0,"T,,W,2400",0,",,W,",0,",,W,",202,"H,,S,",239,",,W,2400",183,",,W,2400",30,",,W,",60,",,W,",72,",,W,",98,",,W,",1,",,W,",,,,,1,",,W,"
2017-09-21,GHCND:USW00014764,55,",,W,",0,",,W,2400",0,",,W,",0,",,W,",208,"H,,S,",239,",,W,2400",161,",,W,2400",30,",,W,",60,",,W,",94,",,W,",130,",,W,",,,,,,,,
2017-09-22,GHCND:USW00014764,43,",,W,",0,",,W,2400",0,",,W,",0,",,W,",172,"H,,S,",211,",,W,2400",133,",,W,2400",30,",,W,",30,",,W,",72,",,W,",103,",,W,",,,,,,,,
2017-09-23,GHCND:USW00014764,19,",,W,",0,",,W,2400",0,",,W,",0,",,W,",199,"H,,S,",278,",,W,2400",133,",,W,2400",200,",,W,",160,",,W,",40,",,W,",72,",,W,",,,,,,,,
2017-09-24,GHCND:USW00014764,16,",,W,",0,",,W,2400",0,",,W,",0,",,W,",218,"H,,S,",300,",,W,2400",161,",,W,2400",180,",,W,",180,",,W,",63,",,W,",98,",,W,",,,,,,,,
2017-09-25,GHCND:USW00014764,16,",,W,",0,",,W,2400",0,",,W,",0,",,W,",221,"H,,S,",283,",,W,2400",167,",,W,2400",90,",,W,",90,",,W,",58,",,W,",85,",,W,",1,",,W,",,,,,,
2017-09-26,GHCND:USW00014764,13,",,W,",0,",,W,2400",0,",,W,",0,",,W,",207,"H,,S,",272,",,W,2400",156,",,W,2400",190,",,W,",180,",,W,",54,",,W,",81,",,W,",1,",,W,",,,,,,
2017-09-27,GHCND:USW00014764,27,",,W,",0,",,W,2400",0,",,W,",0,",,W,",211,"H,,S,",289,",,W,2400",150,",,W,2400",180,",,W,",160,",,W,",76,",,W,",134,",,W,",1,",,W,",,,,,,
2017-09-28,GHCND:USW00014764,43,",,W,",0,",,W,2400",0,",,W,",0,",,W,",218,"H,,S,",244,",,W,2400",89,",,W,2400",350,",,W,",350,",,W,",98,",,W,",121,",,W,",,,,,,,,
2017-09-29,GHCND:USW00014764,27,",,W,",0,",,W,2400",0,",,W,",0,",,W,",131,"H,,S,",183,",,W,2400",78,",,W,2400",310,",,W,",310,",,W,",67,",,W,",98,",,W,",,,,,,,,
2017-09-30,GHCND:USW00014764,32,",,W,",8,",,W,2400",0,",,W,",0,",,W,",108,"H,,S,",133,",,W,2400",50,",,W,2400",110,",,W,",120,",,W,",72,",,W,",103,",,W,",,,,,,,,
2017-10-01,GHCND:USW00014764,26,",,W,",0,",,W,2400",0,",,W,",0,",,W,",99,"H,,S,",183,",,W,2400",33,",,W,2400",250,",,W,",230,",,W,",63,",,W,",89,",,W,",,,,,,
2017-10-02,GHCND:USW00014764,22,",,W,",0,",,W,2400",0,",,W,",0,",,W,",123,"H,,S,",206,",,W,2400",44,",,W,2400",100,",,W,",130,",,W,",63,",,W,",94,",,W,",,,,,,
2017-10-03,GHCND:USW00014764,35,",,W,",0,",,W,2400",0,",,W,",0,",,W,",116,"H,,S,",178,",,W,2400",44,",,W,2400",220,",,W,",210,",,W,",81,",,W,",112,",,W,",,,,,,
2017-10-04,GHCND:USW00014764,38,",,W,",0,",,W,2400",0,",,W,",0,",,W,",153,"H,,S,",233,",,W,2400",83,",,W,2400",230,",,W,",220,",,W,",76,",,W,",116,",,W,",,,,,,
2017-10-05,GHCND:USW00014764,32,",,W,",0,",,W,2400",0,",,W,",0,",,W,",203,"H,,S,",244,",,W,2400",111,",,W,2400",260,",,W,",230,",,W,",81,",,W,",107,",,W,",,,,,,
2017-10-06,GHCND:USW00014764,22,",,W,",8,",,W,2400",0,",,W,",0,",,W,",145,"H,,S,",200,",,W,2400",78,",,W,2400",260,",,W,",270,",,W,",76,",,W,",107,",,W,",,,,,,
2017-10-07,GHCND:USW00014764,20,",,W,",0,"T,,W,2400",0,",,W,",0,",,W,",139,"H,,S,",194,",,W,2400",83,",,W,2400",150,",,W,",140,",,W,",63,",,W,",98,",,W,",1,",,W,",1,",,W,",,
2017-10-08,GHCND:USW00014764,39,",,W,",30,",,W,2400",0,",,W,",0,",,W,",185,"H,,S,",228,",,W,2400",167,",,W,2400",170,",,W,",170,",,W,",81,",,W,",134,",,W,",1,",,W,",1,",,W,",,
2017-10-09,GHCND:USW00014764,20,",,W,",117,",,W,2400",0,",,W,",0,",,W,",178,"H,,S,",194,",,W,2400",150,",,W,2400",170,",,W,",180,",,W,",81,",,W,",121,",,W,",1,",,W,",1,",,W,",,
2017-10-10,GHCND:USW00014764,30,",,W,",0,",,W,2400",0,",,W,",0,",,W,",202,"H,,S,",250,",,W,2400",128,",,W,2400",310,",,W,",310,",,W,",89,",,W,",103,",,W,",1,",,W,",,,,
2017-10-11,GHCND:USW00014764,22,",,W,",3,",,W,2400",0,",,W,",0,",,W,",154,"H,,S,",211,",,W,2400",106,",,W,2400",20,",,W,",20,",,W,",67,",,W,",89,",,W,",,,,,,
2017-10-12,GHCND:USW00014764,25,",,W,",0,",,W,2400",0,",,W,",0,",,W,",106,"H,,S,",144,",,W,2400",22,",,W,2400",130,",,W,",130,",,W,",58,",,W,",85,",,W,",,,,,,
2017-10-13,GHCND:USW00014764,26,",,W,",0,",,W,2400",0,",,W,",0,",,W,",79,"H,,S,",156,",,W,2400",6,",,W,2400",170,",,W,",140,",,W,",63,",,W,",98,",,W,",,,,,,
2017-10-14,GHCND:USW00014764,23,",,W,",0,",,W,2400",0,",,W,",0,",,W,",154,"H,,S,",211,",,W,2400",111,",,W,2400",160,",,W,",220,",,W,",63,",,W,",89,",,W,",1,",,W,",1,",,W,",,
2017-10-15,GHCND:USW00014764,40,",,W,",0,",,W,2400",0,",,W,",0,",,W,",160,"H,,S,",211,",,W,2400",128,",,W,2400",210,",,W,",210,",,W,",89,",,W,",121,",,W,",1,",,W,",1,",,W,",,
2017-10-16,GHCND:USW00014764,52,",,W,",0,"T,,W,2400",0,",,W,",0,",,W,",156,"H,,S,",200,",,W,2400",67,",,W,2400",340,",,W,",250,",,W,",89,",,W,",134,",,W,",,,,,,
2017-10-17,GHCND:USW00014764,32,",,W,",0,",,W,2400",0,",,W,",0,",,W,",74,"H,,S,",133,",,W,2400",6,",,W,2400",220,",,W,",220,",,W,",76,",,W,",98,",,W,",,,,,,
2017-10-18,GHCND:USW00014764,26,",,W,",0,",,W,2400",0,",,W,",0,",,W,",118,"H,,S,",217,",,W,2400",44,",,W,2400",220,",,W,",230,",,W,",76,",,W,",94,",,W,",,,,,,
2017-10-19,GHCND:USW00014764,31,",,W,",0,",,W,2400",0,",,W,",0,",,W,",118,"H,,S,",194,",,W,2400",39,",,W,2400",180,",,W,",180,",,W,",81,",,W,",116,",,W,",,,,,,
2017-10-20,GHCND:USW00014764,29,",,W,",0,",,W,2400",0,",,W,",0,",,W,",158,"H,,S,",211,",,W,2400",72,",,W,2400",270,",,W,",270,",,W,",81,",,W,",125,",,W,",,,,,,
2017-10-21,GHCND:USW00014764,14,",,W,",0,",,W,2400",0,",,W,",0,",,W,",132,"H,,S,",211,",,W,2400",56,",,W,2400",150,",,W,",150,",,W,",58,",,W,",89,",,W,",,,,,,
2017-10-22,GHCND:USW00014764,35,",,W,",0,",,W,2400",0,",,W,",0,",,W,",118,"H,,S,",167,",,W,2400",72,",,W,2400",90,",,W,",120,",,W,",76,",,W,",103,",,W,",1,",,W,",,,,
2017-10-23,GHCND:USW00014764,31,",,W,",0,",,W,2400",0,",,W,",0,",,W,",126,"H,,S,",167,",,W,2400",106,",,W,2400",140,",,W,",150,",,W,",67,",,W,",98,",,W,",1,",,W,",1,",,W,",,
2017-10-24,GHCND:USW00014764,53,",,W,",15,",,W,2400",0,",,W,",0,",,W,",158,"H,,S,",178,",,W,2400",139,",,W,2400",160,",,W,",140,",,W,",98,",,W,",148,",,W,",1,",,W,",,,,
2017-10-25,GHCND:USW00014764,54,",,W,",351,",,W,2400",0,",,W,",0,",,W,",172,"H,,S,",183,",,W,2400",144,",,W,2400",180,",,W,",140,",,W,",125,",,W,",165,",,W,",1,",,W,",,,1,",,W,"
2017-10-26,GHCND:USW00014764,34,",,W,",447,",,W,2400",0,",,W,",0,",,W,",149,"H,,S,",156,",,W,2400",83,",,W,2400",280,",,W,",290,",,W,",98,",,W,",143,",,W,",1,",,W,",,,1,",,W,"
2017-10-27,GHCND:USW00014764,34,",,W,",0,"T,,W,2400",0,",,W,",0,",,W,",109,"H,,S,",156,",,W,2400",44,",,W,2400",260,",,W,",260,",,W,",72,",,W,",98,",,W,",,,,,,
2017-10-28,GHCND:USW00014764,28,",,W,",0,",,W,2400",0,",,W,",0,",,W,",86,"H,,S,",156,",,W,2400",17,",,W,2400",170,",,W,",160,",,W,",72,",,W,",98,",,W,",,,,,,
2017-10-29,GHCND:USW00014764,58,",,W,",142,",,W,2400",0,",,W,",0,",,W,",139,"H,,S,",167,",,W,2400",133,",,W,2400",130,",,W,",140,",,W,",139,",,W,",192,",,W,",1,",,W,",,,,
2017-10-30,GHCND:USW00014764,86,",,W,",193,",,W,2400",0,",,W,",0,",,W,",146,"H,,S,",172,",,W,2400",78,",,W,2400",130,",,W,",130,",,W,",215,",,W,",309,",,W,",1,",,W,",,,,
2017-10-31,GHCND:USW00014764,55,",,W,",0,",,W,2400",0,",,W,",0,",,W,",96,"H,,S,",139,",,W,2400",56,",,W,2400",260,",,W,",250,",,W,",98,",,W,",148,",,W,",,,,,,
2017-11-01,GHCND:USW00014764,19,",,W,",0,"T,,W,2400",0,",,W,",0,",,W,",66,"H,,S,",117,",,W,2400",-10,",,W,2400",230,",,W,",230,",,W,",76,",,W,",94,",,W,",,,,
2017-11-02,GHCND:USW00014764,41,",,W,",0,"T,,W,2400",0,",,W,",0,",,W,",123,"H,,S,",150,",,W,2400",111,",,W,2400",190,",,W,",210,",,W,",76,",,W,",107,",,W,",1,",,W,",,
2017-11-03,GHCND:USW00014764,40,",,W,",0,",,W,2400",0,",,W,",0,",,W,",158,"H,,S,",211,",,W,2400",67,",,W,2400",310,",,W,",330,",,W,",112,",,W,",157,",,W,",,,,
2017-11-04,GHCND:USW00014764,26,",,W,",0,",,W,2400",0,",,W,",0,",,W,",83,"H,,S,",117,",,W,2400",28,",,W,2400",350,",,W,",330,",,W,",67,",,W,",89,",,W,",,,,
2017-11-05,GHCND:USW00014764,39,",,W,",8,",,W,2400",0,",,W,",0,",,W,",82,"H,,S,",133,",,W,2400",39,",,W,2400",140,",,W,",130,",,W,",103,",,W,",134,",,W,",1,",,W,",,
2017-11-06,GHCND:USW00014764,33,",,W,",81,",,W,2400",0,",,W,",0,",,W,",141,"H,,S,",167,",,W,2400",67,",,W,2400",330,",,W,",350,",,W,",89,",,W,",143,",,W,",1,",,W,",,
2017-11-07,GHCND:USW00014764,30,",,W,",0,"T,,W,2400",0,"T,,W,",0,",,W,",67,"H,,S,",89,",,W,2400",17,",,W,2400",20,",,W,",20,",,W,",67,",,W,",94,",,W,",,,,
2017-11-08,GHCND:USW00014764,34,",,W,",0,",,W,2400",0,",,W,",0,",,W,",34,"H,,S,",67,",,W,2400",-38,",,W,2400",20,",,W,",10,",,W,",67,",,W,",94,",,W,",,,,
2017-11-09,GHCND:USW00014764,29,",,W,",0,",,W,2400",0,",,W,",0,",,W,",5,"H,,S,",89,",,W,2400",-55,",,W,2400",140,",,W,",210,",,W,",72,",,W,",103,",,W,",,,,
2017-11-10,GHCND:USW00014764,73,",,W,",8,",,W,2400",0,",,W,",0,",,W,",38,"H,,S,",94,",,W,2400",-60,",,W,2400",270,",,W,",280,",,W,",139,",,W,",192,",,W,",1,",,W,",,
2017-11-11,GHCND:USW00014764,35,",,W,",0,",,W,2400",0,",,W,",0,",,W,",-35,"H,,S,",22,",,W,2400",-82,",,W,2400",360,",,W,",330,",,W,",63,",,W,",121,",,W,",,,,
