date,station,AWND,AWNDattr,PRCP,PRCPattr,SNOW,SNOWattr,SNWD,SNWDattr,TAVG,TAVGattr,TMAX,TMAXattr,TMIN,TMINattr,WDF2,WDF2attr,WDF5,WDF5attr,WSF2,WSF2attr,WSF5,WSF5attr,WT01,WT01attr,WT08,WT08attr,WT02,WT02attr,WT03,WT03attr
2017-11-12,GHCND:USW00014764,19,",,W,",0,",,W,2400",0,",,W,",0,",,W,",-4,"H,,S,",56,",,W,2400",-43,",,W,2400",150,",,W,",140,",,W,",54,",,W,",89,",,W,",,,,
2017-11-13,GHCND:USW00014764,24,",,W,",23,",,W,2400",3,",,W,",0,"T,,W,",-14,"H,,S,",17,",,W,2400",-55,",,W,2400",10,",,W,",360,",,W,",54,",,W,",72,",,W,",1,",,W,",1,",,W,"
2017-11-14,GHCND:USW00014764,30,",,W,",0,",,W,2400",0,",,W,",0,",,W,",23,"H,,S,",61,",,W,2400",-5,",,W,2400",20,",,W,",20,",,W,",63,",,W,",76,",,W,",,,,
2017-11-15,GHCND:USW00014764,22,",,W,",0,",,W,2400",0,",,W,",0,",,W,",20,"H,,S,",50,",,W,2400",-38,",,W,2400",130,",,W,",150,",,W,",63,",,W,",81,",,W,",,,,
2017-11-16,GHCND:USW00014764,26,",,W,",140,",,W,2400",0,",,W,",0,",,W,",19,"H,,S,",89,",,W,2400",-32,",,W,2400",150,",,W,",140,",,W,",76,",,W,",107,",,W,",1,",,W,",,
2017-11-17,GHCND:USW00014764,45,",,W,",0,",,W,2400",0,",,W,",0,",,W,",33,"H,,S,",56,",,W,2400",-49,",,W,2400",290,",,W,",270,",,W,",94,",,W,",139,",,W,",1,",,W,",,
2017-11-18,GHCND:USW00014764,24,",,W,",56,",,W,2400",0,",,W,",0,",,W,",-9,"H,,S,",100,",,W,2400",-60,",,W,2400",180,",,W,",150,",,W,",63,",,W,",94,",,W,",1,",,W,",,
2017-11-19,GHCND:USW00014764,63,",,W,",109,",,W,2400",0,",,W,",0,",,W,",87,"H,,S,",133,",,W,2400",0,",,W,2400",270,",,W,",270,",,W,",130,",,W,",170,",,W,",1,",,W,",,
2017-11-20,GHCND:USW00014764,59,",,W,",0,",,W,2400",0,",,W,",0,",,W,",11,"H,,S,",39,",,W,2400",-32,",,W,2400",280,",,W,",280,",,W,",130,",,W,",165,",,W,",,,,
2017-11-21,GHCND:USW00014764,32,",,W,",0,",,W,2400",0,",,W,",0,",,W,",23,"H,,S,",111,",,W,2400",-43,",,W,2400",180,",,W,",180,",,W,",72,",,W,",107,",,W,",,,,
2017-11-22,GHCND:USW00014764,28,",,W,",109,",,W,2400",0,",,W,",0,",,W,",59,"H,,S,",72,",,W,2400",0,",,W,2400",320,",,W,",320,",,W,",76,",,W,",107,",,W,",1,",,W,",,
2017-11-23,GHCND:USW00014764,24,",,W,",0,",,W,2400",0,",,W,",0,",,W,",11,"H,,S,",50,",,W,2400",-38,",,W,2400",240,",,W,",270,",,W,",58,",,W,",81,",,W,",,,,
2017-11-24,GHCND:USW00014764,36,",,W,",0,",,W,2400",0,",,W,",0,",,W,",15,"H,,S,",83,",,W,2400",-27,",,W,2400",220,",,W,",230,",,W,",72,",,W,",98,",,W,",,,,
2017-11-25,GHCND:USW00014764,36,",,W,",0,",,W,2400",0,",,W,",0,",,W,",65,"H,,S,",111,",,W,2400",22,",,W,2400",180,",,W,",180,",,W,",81,",,W,",112,",,W,",,,,
2017-11-26,GHCND:USW00014764,37,",,W,",0,"T,,W,2400",0,",,W,",0,",,W,",63,"H,,S,",89,",,W,2400",-32,",,W,2400",290,",,W,",290,",,W,",107,",,W,",161,",,W,",,,,
2017-11-27,GHCND:USW00014764,41,",,W,",0,",,W,2400",0,",,W,",0,",,W,",4,"H,,S,",61,",,W,2400",-66,",,W,2400",280,",,W,",290,",,W,",94,",,W,",139,",,W,",,,,
2017-11-28,GHCND:USW00014764,34,",,W,",0,",,W,2400",0,",,W,",0,",,W,",-39,"H,,S,",39,",,W,2400",-82,",,W,2400",210,",,W,",220,",,W,",81,",,W,",112,",,W,",,,,
2017-11-29,GHCND:USW00014764,41,",,W,",0,"T,,W,2400",0,",,W,",0,",,W,",59,"H,,S,",150,",,W,2400",-5,",,W,2400",280,",,W,",270,",,W,",116,",,W,",165,",,W,",,,,
2017-11-30,GHCND:USW00014764,26,",,W,",0,",,W,2400",0,",,W,",0,",,W,",12,"H,,S,",78,",,W,2400",-55,",,W,2400",190,",,W,",210,",,W,",72,",,W,",98,",,W,",,,,
2017-12-01,GHCND:USW00014764,31,",,W,",20,",,W,2400",0,",,W,",0,",,W,",67,"H,,S,",83,",,W,2400",-16,",,W,2400",190,",,W,",170,",,W,",67,",,W,",112,",,W,",1,",,W,",,,,,,,,,,
2017-12-02,GHCND:USW00014764,13,",,W,",0,",,W,2400",0,",,W,",0,",,W,",13,"H,,S,",44,",,W,2400",-21,",,W,2400",130,",,W,",140,",,W,",45,",,W,",63,",,W,",,,,,,,,,,,,
2017-12-03,GHCND:USW00014764,18,",,W,",0,",,W,2400",0,",,W,",0,",,W,",7,"H,,S,",56,",,W,2400",-38,",,W,2400",130,",,W,",60,",,W,",40,",,W,",63,",,W,",,,,,,,,,,,,
2017-12-04,GHCND:USW00014764,22,",,W,",0,",,W,2400",0,",,W,",0,",,W,",-4,"H,,S,",50,",,W,2400",-55,",,W,2400",140,",,W,",140,",,W,",63,",,W,",76,",,W,",,,,,,,,,,,,
2017-12-05,GHCND:USW00014764,38,",,W,",84,",,W,2400",0,",,W,",0,",,W,",22,"H,,S,",111,",,W,2400",-16,",,W,2400",170,",,W,",170,",,W,",130,",,W,",201,",,W,",1,",,W,",,,,,,,,,,
2017-12-06,GHCND:USW00014764,55,",,W,",79,",,W,2400",0,",,W,",0,",,W,",86,"H,,S,",122,",,W,2400",-5,",,W,2400",180,",,W,",180,",,W,",157,",,W,",197,",,W,",1,",,W,",,,,,,,,,,
2017-12-07,GHCND:USW00014764,46,",,W,",0,",,W,2400",0,",,W,",0,",,W,",16,"H,,S,",61,",,W,2400",-21,",,W,2400",260,",,W,",270,",,W,",89,",,W,",116,",,W,",,,,,,,,,,,,
2017-12-08,GHCND:USW00014764,39,",,W,",0,",,W,2400",0,",,W,",0,",,W,",12,"H,,S,",33,",,W,2400",-16,",,W,2400",220,",,W,",220,",,W,",81,",,W,",103,",,W,",,,,,,,,,,,,
2017-12-09,GHCND:USW00014764,26,",,W,",124,",,W,2400",157,",,W,",0,",,W,",-1,"H,,S,",22,",,W,2400",-16,",,W,2400",350,",,W,",350,",,W,",67,",,W,",103,",,W,",1,",,W,",,,,,,,,,,
2017-12-10,GHCND:USW00014764,40,",,W,",5,",,W,2400",5,",,W,",130,",,W,",-4,"H,,S,",28,",,W,2400",-32,",,W,2400",230,",,W,",270,",,W,",72,",,W,",112,",,W,",1,",,W,",,,,,,,,,,
2017-12-11,GHCND:USW00014764,42,",,W,",0,",,W,2400",0,",,W,",80,",,W,",1,"H,,S,",33,",,W,2400",-32,",,W,2400",250,",,W,",240,",,W,",76,",,W,",125,",,W,",,,,,,,,,,,,
2017-12-12,GHCND:USW00014764,38,",,W,",206,",,W,2400",58,",,W,",80,",,W,",-43,"H,,S,",6,",,W,2400",-71,",,W,2400",260,",,W,",270,",,W,",76,",,W,",107,",,W,",1,",,W,",1,",,W,",1,",,W,",1,",,W,",,,,
2017-12-13,GHCND:USW00014764,55,",,W,",0,",,W,2400",0,"T,,W,",80,",,W,",-24,"H,,S,",-5,",,W,2400",-82,",,W,2400",270,",,W,",260,",,W,",94,",,W,",143,",,W,",,,,,,,,,,,,
2017-12-14,GHCND:USW00014764,59,",,W,",0,",,W,2400",0,",,W,",80,",,W,",-69,"H,,S,",-32,",,W,2400",-99,",,W,2400",270,",,W,",250,",,W,",81,",,W,",125,",,W,",,,,,,,,,,,,
2017-12-15,GHCND:USW00014764,14,",,W,",3,",,W,2400",3,",,W,",80,",,W,",-89,"H,,S,",-49,",,W,2400",-143,",,W,2400",260,",,W,",230,",,W,",58,",,W,",76,",,W,",1,",,W,",,,,,,,,,,
2017-12-16,GHCND:USW00014764,34,",,W,",0,"T,,W,2400",0,"T,,W,",80,",,W,",-60,"H,,S,",-5,",,W,2400",-116,",,W,2400",340,",,W,",340,",,W,",89,",,W,",139,",,W,",1,",,W,",,,,,1,",,W,",1818,",,W,",,
2017-12-17,GHCND:USW00014764,20,",,W,",0,",,W,2400",0,",,W,",80,",,W,",-82,"H,,S,",-32,",,W,2400",-149,",,W,2400",360,",,W,",270,",,W,",58,",,W,",85,",,W,",,,,,,,1,",,W,",1219,",,W,",,
2017-12-18,GHCND:USW00014764,19,",,W,",64,",,W,2400",89,",,W,",80,",,W,",-88,"H,,S,",-32,",,W,2400",-132,",,W,2400",230,",,W,",220,",,W,",45,",,W,",76,",,W,",1,",,W,",,,,,1,",,W,",1412,",,W,",,
2017-12-19,GHCND:USW00014764,24,",,W,",8,",,W,2400",0,"T,,W,",150,",,W,",-16,"H,,S,",61,",,W,2400",-55,",,W,2400",200,",,W,",210,",,W,",72,",,W,",107,",,W,",1,",,W,",,,,,,,1917,",,W,",,
2017-12-20,GHCND:USW00014764,45,",,W,",0,",,W,2400",0,",,W,",100,",,W,",27,"H,,S,",44,",,W,2400",-49,",,W,2400",280,",,W,",300,",,W,",94,",,W,",134,",,W,",,,,,,,,,1141,",,W,",,
2017-12-21,GHCND:USW00014764,27,",,W,",0,",,W,2400",0,",,W,",100,",,W,",-49,"H,,S,",-38,",,W,2400",-88,",,W,2400",320,",,W,",310,",,W,",72,",,W,",89,",,W,",,,,,,,,,1109,",,W,",,
2017-12-22,GHCND:USW00014764,31,",,W,",53,",,W,2400",89,",,W,",100,",,W,",-81,"H,,S,",-66,",,W,2400",-93,",,W,2400",60,",,W,",50,",,W,",63,",,W,",72,",,W,",1,",,W,",,,,,,,1524,",,W,",,
2017-12-23,GHCND:USW00014764,32,",,W,",142,",,W,2400",5,",,W,",180,",,W,",-57,"H,,S,",11,",,W,2400",-82,",,W,2400",340,",,W,",20,",,W,",63,",,W,",85,",,W,",1,",,W,",,,,,,,1210,",,W,",,
2017-12-24,GHCND:USW00014764,33,",,W,",0,",,W,2400",0,",,W,",150,",,W,",-4,"H,,S,",11,",,W,2400",-49,",,W,2400",40,",,W,",50,",,W,",72,",,W,",107,",,W,",,,,,,,,,2309,",,W,",,
2017-12-25,GHCND:USW00014764,54,",,W,",86,",,W,2400",127,",,W,",150,",,W,",-54,"H,,S,",-16,",,W,2400",-93,",,W,2400",340,",,W,",340,",,W,",107,",,W,",161,",,W,",,,,,,,,,933,",,W,",1,",,W,"
2017-12-26,GHCND:USW00014764,40,",,W,",0,",,W,2400",0,",,W,",230,",,W,",-62,"H,,S,",-49,",,W,2400",-132,",,W,2400",280,",,W,",250,",,W,",94,",,W,",134,",,W,",,,,,,,,,1220,",,W,",,
2017-12-27,GHCND:USW00014764,38,",,W,",0,",,W,2400",0,",,W,",230,",,W,",-122,"H,,S,",-93,",,W,2400",-177,",,W,2400",270,",,W,",290,",,W,",98,",,W,",121,",,W,",,,,,,,,,1435,",,W,",,
2017-12-28,GHCND:USW00014764,32,",,W,",0,",,W,2400",0,",,W,",230,",,W,",-169,"H,,S,",-132,",,W,2400",-210,",,W,2400",310,",,W,",310,",,W,",76,",,W,",98,",,W,",,,,,,,,,1403,",,W,",,
2017-12-29,GHCND:USW00014764,17,",,W,",5,",,W,2400",10,",,W,",230,",,W,",-187,"H,,S,",-143,",,W,2400",-249,",,W,2400",330,",,W,",40,",,W,",45,",,W,",89,",,W,",,,,,,,,,1341,",,W,",,
2017-12-30,GHCND:USW00014764,15,",,W,",0,",,W,2400",0,",,W,",230,",,W,",-183,"H,,S,",-110,",,W,2400",-249,",,W,2400",100,",,W,",70,",,W,",36,",,W,",85,",,W,",,,,,,,,,1109,",,W,",,
2017-12-31,GHCND:USW00014764,34,",,W,",0,"T,,W,2400",0,"T,,W,",230,",,W,",-167,"H,,S,",-116,",,W,2400",-232,",,W,2400",330,",,W,",330,",,W,",76,",,W,",116,",,W,",,,,,,,,,1315,",,W,",,
2018-01-01,GHCND:USW00014764,24,",,W,",0,",,W,2400",0,",,W,",230,",,W,",-193,"H,,S,",-121,",,W,2400",-271,",,W,2400",330,",,W,",330,",,W,",81,",,W,",116,",,W,",1,",,W,",1,",,W,",,,,,,,,
2018-01-02,GHCND:USW00014764,27,",,W,",0,",,W,2400",0,",,W,",230,",,W,",-182,"H,,S,",-110,",,W,2400",-266,",,W,2400",290,",,W,",290,",,W,",58,",,W,",72,",,W,",,,,,,,,,,,,
2018-01-03,GHCND:USW00014764,18,",,W,",0,",,W,2400",0,",,W,",200,",,W,",-103,"H,,S,",-32,",,W,2400",-138,",,W,2400",180,",,W,",170,",,W,",58,",,W,",98,",,W,",,,,,,,,,,,,
2018-01-04,GHCND:USW00014764,75,",,W,",157,",,W,2400",302,",,W,",200,",,W,",-79,"H,,S,",-10,",,W,2400",-155,",,W,2400",300,",,W,",310,",,W,",165,",,W,",233,",,W,",1,",,W,",,,1,",,W,",1,",,W,",,,,
2018-01-05,GHCND:USW00014764,70,",,W,",3,",,W,2400",3,",,W,",410,",,W,",-88,"H,,S,",-43,",,W,2400",-177,",,W,2400",290,",,W,",300,",,W,",125,",,W,",188,",,W,",,,1,",,W,",,,1,",,W,",,,,
2018-01-06,GHCND:USW00014764,61,",,W,",0,"T,,W,2400",0,"T,,W,",410,",,W,",-173,"H,,S,",-155,",,W,2400",-205,",,W,2400",300,",,W,",290,",,W,",107,",,W,",139,",,W,",,,1,",,W,",,,1,",,W,",,,,
2018-01-07,GHCND:USW00014764,25,",,W,",0,",,W,2400",0,"T,,W,",380,",,W,",-176,"H,,S,",-99,",,W,2400",-243,",,W,2400",210,",,W,",220,",,W,",58,",,W,",76,",,W,",,,,,,,,,,,,
2018-01-08,GHCND:USW00014764,32,",,W,",5,",,W,2400",3,",,W,",380,",,W,",-79,"H,,S,",-10,",,W,2400",-116,",,W,2400",200,",,W,",200,",,W,",67,",,W,",94,",,W,",1,",,W,",,,,,,,,,,
2018-01-09,GHCND:USW00014764,46,",,W,",0,",,W,2400",0,",,W,",360,",,W,",-1,"H,,S,",39,",,W,2400",-66,",,W,2400",280,",,W,",300,",,W,",125,",,W,",161,",,W,",,,,,,,,,,,,
2018-01-10,GHCND:USW00014764,28,",,W,",0,",,W,2400",0,",,W,",360,",,W,",-39,"H,,S,",11,",,W,2400",-121,",,W,2400",190,",,W,",190,",,W,",76,",,W,",98,",,W,",,,,,,,,,,,,
2018-01-11,GHCND:USW00014764,35,",,W,",0,"T,,W,2400",0,",,W,",360,",,W,",31,"H,,S,",83,",,W,2400",0,",,W,2400",190,",,W,",190,",,W,",67,",,W,",89,",,W,",1,",,W,",,,,,,,,,,
2018-01-12,GHCND:USW00014764,63,",,W,",150,",,W,2400",0,",,W,",280,",,W,",69,"H,,S,",94,",,W,2400",39,",,W,2400",180,",,W,",180,",,W,",112,",,W,",157,",,W,",1,",,W,",,,1,",,W,",,,,,,
2018-01-13,GHCND:USW00014764,69,",,W,",185,",,W,2400",0,",,W,",50,",,W,",60,"H,,S,",100,",,W,2400",-88,",,W,2400",180,",,W,",190,",,W,",125,",,W,",179,",,W,",1,",,W,",,,1,",,W,",,,,,,
2018-01-14,GHCND:USW00014764,39,",,W,",0,"T,,W,2400",0,"T,,W,",30,",,W,",-84,"H,,S,",-66,",,W,2400",-127,",,W,2400",320,",,W,",340,",,W,",72,",,W,",103,",,W,",,,,,,,,,,,,
2018-01-15,GHCND:USW00014764,46,",,W,",3,",,W,2400",8,",,W,",30,",,W,",-121,"H,,S,",-82,",,W,2400",-160,",,W,2400",340,",,W,",60,",,W,",76,",,W,",112,",,W,",1,",,W,",,,,,,,,,,
2018-01-16,GHCND:USW00014764,16,",,W,",8,",,W,2400",13,",,W,",50,",,W,",-71,"H,,S,",-27,",,W,2400",-99,",,W,2400",50,",,W,",100,",,W,",63,",,W,",85,",,W,",1,",,W,",1,",,W,",,,,,,,,
2018-01-17,GHCND:USW00014764,22,",,W,",104,",,W,2400",140,",,W,",130,",,W,",-29,"H,,S,",-16,",,W,2400",-38,",,W,2400",60,",,W,",140,",,W,",54,",,W,",76,",,W,",1,",,W,",,,,,,,,,,
2018-01-18,GHCND:USW00014764,22,",,W,",0,",,W,2400",0,",,W,",150,",,W,",-43,"H,,S,",-10,",,W,2400",-105,",,W,2400",320,",,W,",,,36,",,W,",,,1,",,W,",,,,,,,,,,
2018-01-19,GHCND:USW00014764,18,",,W,",0,"T,,W,2400",0,"T,,W,",130,",,W,",-56,"H,,S,",0,",,W,2400",-116,",,W,2400",190,",,W,",190,",,W,",54,",,W,",63,",,W,",1,",,W,",,,,,,,,,,
2018-01-20,GHCND:USW00014764,41,",,W,",0,",,W,2400",0,",,W,",130,",,W,",17,"H,,S,",83,",,W,2400",-16,",,W,2400",270,",,W,",280,",,W,",76,",,W,",116,",,W,",,,,,,,,,,,,
2018-01-21,GHCND:USW00014764,16,",,W,",0,",,W,2400",0,",,W,",100,",,W,",31,"H,,S,",61,",,W,2400",-21,",,W,2400",240,",,W,",240,",,W,",54,",,W,",67,",,W,",,,,,,,,,,,,
2018-01-22,GHCND:USW00014764,52,",,W,",28,",,W,2400",10,",,W,",80,",,W,",-11,"H,,S,",17,",,W,2400",-60,",,W,2400",60,",,W,",60,",,W,",76,",,W,",116,",,W,",1,",,W,",1,",,W,",,,,,1,",,W,",,
2018-01-23,GHCND:USW00014764,31,",,W,",193,",,W,2400",0,"T,,W,",80,",,W,",-37,"H,,S,",28,",,W,2400",-55,",,W,2400",310,",,W,",310,",,W,",67,",,W,",85,",,W,",1,",,W,",,,,,,,1,",,W,",,
2018-01-24,GHCND:USW00014764,42,",,W,",0,",,W,2400",0,",,W,",80,",,W,",8,"H,,S,",33,",,W,2400",-77,",,W,2400",280,",,W,",280,",,W,",98,",,W,",125,",,W,",,,,,,,,,,,,
2018-01-25,GHCND:USW00014764,31,",,W,",0,",,W,2400",0,",,W,",80,",,W,",-74,"H,,S,",-43,",,W,2400",-110,",,W,2400",320,",,W,",340,",,W,",72,",,W,",98,",,W,",,,,,,,,,,,,
2018-01-26,GHCND:USW00014764,17,",,W,",0,",,W,2400",0,",,W,",80,",,W,",-79,"H,,S,",-5,",,W,2400",-132,",,W,2400",290,",,W,",140,",,W,",63,",,W,",76,",,W,",,,,,,,,,,,,
2018-01-27,GHCND:USW00014764,39,",,W,",0,",,W,2400",0,",,W,",80,",,W,",-14,"H,,S,",83,",,W,2400",-105,",,W,2400",190,",,W,",180,",,W,",81,",,W,",116,",,W,",,,,,,,,,,,,
2018-01-28,GHCND:USW00014764,30,",,W,",0,",,W,2400",0,",,W,",80,",,W,",77,"H,,S,",89,",,W,2400",-5,",,W,2400",190,",,W,",180,",,W,",58,",,W,",76,",,W,",,,,,,,,,,,,
2018-01-29,GHCND:USW00014764,47,",,W,",0,",,W,2400",0,",,W,",50,",,W,",-4,"H,,S,",17,",,W,2400",-49,",,W,2400",40,",,W,",50,",,W,",81,",,W,",121,",,W,",,,,,,,,,,,,
2018-01-30,GHCND:USW00014764,60,",,W,",0,",,W,2400",0,",,W,",50,",,W,",-58,"H,,S,",-49,",,W,2400",-77,",,W,2400",10,",,W,",360,",,W,",107,",,W,",152,",,W,",,,,,,,,,,,531,",,W,"
2018-01-31,GHCND:USW00014764,29,",,W,",0,",,W,2400",0,",,W,",50,",,W,",-64,"H,,S,",-5,",,W,2400",-121,",,W,2400",200,",,W,",170,",,W,",76,",,W,",107,",,W,",,,,,,,,,,,2159,",,W,"
2018-02-01,GHCND:USW00014764,29,",,W,",33,",,W,2400",33,",,W,",50,",,W,",-13,"H,,S,",33,",,W,2400",-32,",,W,2400",200,",,W,",210,",,W,",81,",,W,",125,",,W,",1,",,W,",,,,,,,,,,,,
2018-02-02,GHCND:USW00014764,57,",,W,",41,",,W,2400",15,",,W,",80,",,W,",-19,"H,,S,",33,",,W,2400",-160,",,W,2400",290,",,W,",300,",,W,",116,",,W,",148,",,W,",1,",,W,",,,,,,,,,,,,
2018-02-03,GHCND:USW00014764,33,",,W,",0,",,W,2400",0,",,W,",80,",,W,",-124,"H,,S,",-49,",,W,2400",-166,",,W,2400",200,",,W,",210,",,W,",67,",,W,",98,",,W,",1,",,W,",,,,,,,,,,,,
2018-02-04,GHCND:USW00014764,51,",,W,",160,",,W,2400",0,"T,,W,",50,",,W,",-13,"H,,S,",56,",,W,2400",-60,",,W,2400",210,",,W,",210,",,W,",116,",,W,",157,",,W,",1,",,W,",1,",,W,",1,",,W,",,,,,,,,
2018-02-05,GHCND:USW00014764,43,",,W,",86,",,W,2400",0,",,W,",30,",,W,",34,"H,,S,",61,",,W,2400",-71,",,W,2400",290,",,W,",300,",,W,",134,",,W,",179,",,W,",1,",,W,",,,,,,,,,,,,
2018-02-06,GHCND:USW00014764,22,",,W,",0,",,W,2400",0,",,W,",30,",,W,",-50,"H,,S,",-5,",,W,2400",-82,",,W,2400",210,",,W,",120,",,W,",63,",,W,",103,",,W,",,,,,,,,,,,,,,
2018-02-07,GHCND:USW00014764,37,",,W,",244,",,W,2400",168,",,W,",30,",,W,",-55,"H,,S,",-32,",,W,2400",-88,",,W,2400",310,",,W,",310,",,W,",94,",,W,",130,",,W,",1,",,W,",1,",,W,",,,1,",,W,",1,",,W,",,,,
2018-02-08,GHCND:USW00014764,30,",,W,",0,",,W,2400",0,",,W,",180,",,W,",-54,"H,,S,",-21,",,W,2400",-105,",,W,2400",290,",,W,",330,",,W,",72,",,W,",116,",,W,",,,,,,,,,,,,,,
2018-02-09,GHCND:USW00014764,30,",,W,",0,"T,,W,2400",3,",,W,",150,",,W,",-74,"H,,S,",-21,",,W,2400",-132,",,W,2400",280,",,W,",280,",,W,",63,",,W,",85,",,W,",1,",,W,",,,,,,,,,,,,
2018-02-10,GHCND:USW00014764,15,",,W,",61,",,W,2400",8,",,W,",150,",,W,",-3,"H,,S,",50,",,W,2400",-43,",,W,2400",180,",,W,",180,",,W,",58,",,W,",76,",,W,",1,",,W,",,,,,1,",,W,",,,,,,
2018-02-11,GHCND:USW00014764,38,",,W,",132,",,W,2400",0,",,W,",100,",,W,",19,"H,,S,",33,",,W,2400",6,",,W,2400",60,",,W,",60,",,W,",67,",,W,",81,",,W,",1,",,W,",,,,,,,,,,,,
2018-02-12,GHCND:USW00014764,41,",,W,",0,",,W,2400",0,",,W,",80,",,W,",18,"H,,S,",33,",,W,2400",-43,",,W,2400",320,",,W,",290,",,W,",94,",,W,",139,",,W,",1,",,W,",,,,,,,,,,,,
2018-02-13,GHCND:USW00014764,26,",,W,",0,",,W,2400",0,",,W,",50,",,W,",-45,"H,,S,",-16,",,W,2400",-82,",,W,2400",160,",,W,",160,",,W,",67,",,W,",89,",,W,",,,,,,,,,,,,,,
2018-02-14,GHCND:USW00014764,39,",,W,",0,",,W,2400",0,",,W,",50,",,W,",-2,"H,,S,",72,",,W,2400",-27,",,W,2400",190,",,W,",200,",,W,",76,",,W,",107,",,W,",,,,,,,,,,,,,,
